,Age,G,GS,MP,3PAr,FTr,AST%,STL%,BLK%,TOV%,USG%,WS/48,VORP,3P%,2P%,FTA,FT%,AST,STL,BLK,TOV,Popularity,C,PPG,Allstar
2053,21,39,0,311,0.255,0.094,16.5,0.9,0.3,14.7,17.7,-0.047,-0.4,0.222,0.291,10,0.8,37,6,1,19,165,0,1.85,0
2054,25,76,76,2323,0.324,0.536,41.4,3.5,0.4,21,17.7,0.119,2.3,0.326,0.396,314,0.847,658,162,10,193,1338,0,10.08,0
2055,29,33,0,277,0.806,0.129,5.8,0.5,0.3,16.6,12.7,0.009,-0.2,0.34,0.667,8,1,11,3,1,13,177,0,2.27,0
2056,30,72,25,1055,0.604,0.108,7,0.9,1.6,10.8,12.5,0.09,0.2,0.414,0.447,28,0.643,57,20,23,33,665,0,4.24,0
2057,19,80,48,2259,0.387,0.199,21.2,2.1,0.5,15.9,24.1,0.001,0.1,0.351,0.447,190,0.737,266,93,13,196,284,0,13.18,0
2062,22,80,6,1621,0.306,0.233,36.1,2.1,0.4,17.5,28.8,0.064,0.3,0.322,0.465,182,0.791,349,70,9,183,1103,0,10.99,0
2063,35,76,76,1636,0.269,0.14,6.8,1.5,1.4,9.7,19.5,0.098,0.3,0.404,0.467,84,0.726,66,46,27,68,461,0,8.74,0
2064,27,75,0,1146,0.42,0.168,10.5,1.1,1.2,9.4,17.4,0.132,0.4,0.392,0.523,63,0.794,78,25,17,42,1374,0,6.19,0
2065,31,75,11,1758,0.333,0.266,8.8,2.4,1.7,14.1,12.3,0.122,1.4,0.339,0.589,99,0.626,107,85,37,68,131,0,6.4,0
2066,26,48,0,526,0.01,0.112,14.8,0.8,5.2,16.7,22.2,-0.015,-0.3,0,0.414,23,0.826,47,8,36,43,186,1,3.9,0
2067,29,82,5,1667,0.188,0.478,22,1.3,0.2,13.8,21.8,0.109,0.1,0.324,0.507,283,0.756,239,46,5,115,273,0,9.88,0
2068,25,54,5,1316,0.479,0.167,9.8,2.1,1.2,14.8,13.2,0.063,0.6,0.295,0.447,51,0.784,92,54,19,57,1061,0,5.76,0
2069,26,55,2,813,0.194,0.38,10.4,1.5,0.5,15.8,18.9,0.119,0.2,0.383,0.533,92,0.75,58,24,5,53,236,0,6.02,0
2071,27,68,2,977,0.439,0.199,3.2,1.5,0.7,11.7,11.9,0.054,-0.1,0.309,0.452,44,0.659,24,30,9,32,479,0,3.4,0
2072,28,61,33,1318,0.283,0.297,30,1.2,0.2,16.8,16.1,0.071,-0.1,0.384,0.462,104,0.75,268,32,4,80,354,0,6.95,0
2073,21,61,10,1667,0.456,0.314,15.8,2.7,0.8,11.7,17.4,0.083,1.1,0.253,0.427,166,0.777,185,91,18,80,63,0,9.15,0
2078,30,77,77,2362,0.6,0.084,8.5,1.8,0.7,6.3,18,0.111,2,0.4,0.438,71,0.634,130,81,21,59,528,0,12.4,0
2079,29,76,2,1181,0.032,0.133,8.6,1.4,4.6,9.7,22.1,0.072,-0.1,0.25,0.493,67,0.806,62,33,65,57,1543,1,7.18,0
2083,24,15,0,66,0.227,0.591,25.4,3.9,1.4,20.2,23.6,-0.041,0,0.2,0.353,13,0.615,11,5,1,7,124,0,1.53,0
2084,24,64,33,1301,0.457,0.097,6.9,0.6,1,12.8,13.7,0.016,-0.7,0.361,0.38,33,0.909,63,16,17,52,189,0,5.28,0
2085,28,72,0,832,0.136,0.25,11.4,1.1,3,11.5,29.7,0.102,-0.4,0.387,0.439,114,0.825,61,19,34,66,718,1,7.11,0
2086,31,36,2,579,0.013,0.31,7.9,1.7,1.6,12,15.5,0.144,0.2,0,0.529,48,0.813,30,20,12,24,76,1,5.58,0
2087,22,73,35,1809,0.596,0.217,12,1.2,0.8,13.6,16.7,0.012,-0.7,0.326,0.473,118,0.771,138,44,20,94,191,0,8.45,0
2091,29,58,1,1275,0.187,0.357,17.2,1.7,0.5,12.9,20.3,0.077,-0.2,0.241,0.453,158,0.829,142,43,8,76,185,0,8.91,0
2092,23,81,73,1915,0.128,0.2,15.5,1.9,1.9,10.4,21.8,0.121,1.5,0.282,0.458,161,0.64,187,75,47,102,454,0,10.3,0
2093,27,79,78,2255,0.278,0.316,34.4,2.1,0.8,16.2,26.6,0.125,1.3,0.4,0.454,312,0.837,470,97,24,218,493,0,15.68,0
2094,30,79,1,1686,0.592,0.199,9.1,0.9,1,9,23.4,0.109,0.7,0.393,0.476,155,0.774,89,32,21,84,464,0,12.22,0
2095,29,80,43,1951,0.511,0.248,10,1.7,0.7,10.3,14,0.066,0.5,0.345,0.453,125,0.728,140,69,18,64,538,0,7.28,0
2096,38,72,7,1258,0.694,0.088,12.4,1.8,0.6,11.1,15,0.057,-0.3,0.356,0.504,33,0.818,103,47,9,49,82,0,5.86,0
2097,26,82,79,2644,0.336,0.394,32.7,1.7,0.3,11.9,29.6,0.177,3.3,0.359,0.462,544,0.871,509,91,9,220,1030,0,22.23,1
2098,27,59,5,1313,0.285,0.312,6.4,0.9,0.4,11.6,16.9,0.062,-0.4,0.404,0.458,119,0.857,53,22,7,57,510,0,8.2,0
2099,24,77,17,2154,0.576,0.141,7.4,0.8,0.8,9.5,16.2,0.026,-0.6,0.38,0.42,96,0.719,99,36,24,76,580,0,9.84,0
2103,25,80,80,2666,0.469,0.159,9.8,1.1,1.4,8.5,26.3,0.144,1.8,0.425,0.51,221,0.873,166,60,49,138,850,0,22.14,1
2108,30,72,5,1341,0.819,0.142,5.6,1,0.9,7.4,12.4,0.1,0.7,0.36,0.5,47,0.617,52,26,16,28,447,0,5.32,0
2109,23,21,0,305,0.571,0.243,7,1.2,1.6,7.2,12,0.049,-0.1,0.325,0.4,17,0.765,15,7,6,6,773,0,3.62,0
2110,20,82,82,2627,0.076,0.239,11.3,1.1,4.3,12.6,24.9,0.151,3.1,0.341,0.559,275,0.811,161,58,138,183,397,1,18.33,0
2111,30,82,80,2540,0.354,0.244,10.2,2,0.6,14.7,12.7,0.066,1.7,0.33,0.455,142,0.746,177,106,20,111,620,0,7.95,0
2112,27,81,12,2271,0.11,0.238,23.9,1.7,1,16.9,18.8,0.085,0.8,0.241,0.482,179,0.827,359,80,28,169,309,0,10.54,0
2113,19,60,30,1367,0.026,0.228,5,0.9,5.1,10.3,20.9,0.109,-0.1,0.214,0.506,121,0.727,41,25,86,67,326,1,10.32,0
2121,29,23,0,460,0.529,0.188,28.5,1.1,0,21.1,18.5,-0.033,-0.6,0.247,0.415,26,0.846,91,10,0,40,279,0,5.65,0
2122,19,70,6,1001,0.553,0.056,5.5,1.5,1.4,9.3,13.5,-0.036,-1,0.293,0.319,15,0.8,39,29,16,28,112,0,3.1,0
2123,31,62,4,665,0.526,0.073,6.2,1.4,1.9,8.4,25.3,0.016,-0.4,0.273,0.503,24,0.917,24,18,15,31,385,0,5.15,0
2124,20,78,56,1174,0.165,0.183,3.7,1.2,1.7,14.3,13,0.047,-0.6,0.239,0.457,51,0.745,30,27,26,50,97,0,3.63,0
2125,25,65,60,2037,0.009,0.143,15.9,1.3,2.8,10,26.8,0.122,2,0.222,0.512,150,0.753,179,53,70,123,910,1,18.17,0
2126,31,61,25,908,0.516,0.141,14.3,1.9,0.4,13,16.8,0.06,0.1,0.364,0.403,39,0.821,84,34,5,44,422,0,4.85,0
2127,34,74,73,2258,0.037,0.343,27.4,1.8,1.4,13,31.6,0.105,1.6,0.159,0.468,406,0.793,344,79,42,203,311,0,19.04,0
2128,24,78,15,2152,0.34,0.222,10,1.9,0.5,13.4,17.7,0.046,-0.1,0.358,0.421,157,0.713,154,81,15,120,320,0,9.77,0
2129,25,81,81,2885,0.368,0.329,25.7,2.2,1.1,10.1,26.5,0.165,4.4,0.371,0.459,438,0.847,421,126,39,171,1024,0,20.85,1
2130,25,77,77,2784,0.243,0.255,46.2,2.5,1.7,17.5,28.6,0.098,3.7,0.351,0.448,344,0.791,789,145,59,318,863,0,19.88,1
2131,22,47,4,1070,0.159,0.145,7.2,1.7,1.2,6.4,19.9,0.101,0.2,0.4,0.52,64,0.703,44,37,16,32,378,0,10.96,0
2132,31,33,2,656,0.35,0.285,18.1,1.4,0.6,14,12.1,0.047,-0.2,0.292,0.371,39,0.872,88,19,5,25,96,0,4.3,0
2133,35,78,19,1404,0.016,0.179,15.4,1.6,3,12.3,18,0.184,1.9,0.429,0.546,80,0.788,143,44,55,68,641,0,7.1,0
2134,27,80,80,2750,0.236,0.397,49.6,2.9,0.6,16.8,31.6,0.245,8.3,0.296,0.503,573,0.812,834,163,20,342,1017,0,23.48,1
2135,24,7,0,41,0.182,0.182,10.9,1.2,2,29.6,18.1,-0.009,0,0,0.556,2,0.5,3,1,1,5,485,0,1.57,0
2136,20,81,81,2845,0.147,0.437,10.1,1.4,1.3,10.6,27.2,0.069,-0.1,0.3,0.486,565,0.761,164,78,46,182,215,0,20.68,0
2137,25,23,0,167,0.348,0.182,9.4,3,0.9,2.7,19.8,0.089,0,0.391,0.395,12,0.75,10,10,2,2,398,0,3.04,0
2139,31,65,63,2106,0.364,0.266,29.3,1.5,0.6,14.8,22,0.083,1,0.344,0.454,206,0.869,378,61,14,150,393,0,14.12,0
2140,24,80,9,1435,0.265,0.453,8.9,1,0.5,8.3,23.3,0.12,-0.2,0.293,0.506,256,0.758,75,29,9,61,393,0,9.32,0
2141,26,5,0,45,0.4,0.4,12.4,0,0,7.8,12.7,-0.046,-0.1,0.25,0.167,4,0.75,4,0,0,1,1018,0,1.6,0
2142,29,67,35,1907,0.462,0.612,15.1,1.6,0.8,10.8,22.8,0.119,1.1,0.344,0.464,424,0.83,167,62,19,107,299,0,15.34,0
2143,29,81,81,2338,0.506,0.193,7.6,1.2,2.7,7.1,16.8,0.161,2.7,0.402,0.504,144,0.833,110,58,77,62,1209,0,11.7,0
2144,33,41,14,748,0.338,0.139,21.1,1,0.5,15.1,22.8,0.067,-0.2,0.353,0.48,42,0.905,98,14,5,57,718,0,8.24,0
2145,19,78,8,2232,0.251,0.253,7.4,1.6,0.9,15.6,12.5,0.054,0.8,0.276,0.471,117,0.684,117,68,26,95,249,0,6.44,0
2146,25,51,10,658,0.012,0.364,5,1.7,6.8,13,15.1,0.171,0.6,0,0.544,59,0.729,20,21,53,28,188,1,4.25,0
2147,20,17,0,145,0.208,0.396,3.5,1.7,3.7,3.1,19.4,0.097,-0.1,0.364,0.429,21,0.619,3,5,7,2,621,0,3.59,0
2148,36,35,5,590,0.475,0.322,7.2,1.9,1.5,6.9,16.2,0.008,-0.3,0.31,0.312,57,0.702,27,22,11,15,149,0,5.03,0
2150,23,27,1,229,0.163,0.438,22.5,1.8,1.1,14.4,22.1,0.124,0.1,0.385,0.463,35,0.743,31,8,3,16,236,0,3.81,0
2151,22,8,3,144,0.262,0.569,23.3,1,0,26.3,33.5,-0.263,-0.4,0.176,0.396,37,0.541,20,3,0,29,597,0,8.38,0
2152,20,29,0,199,0.722,0.111,6,1.5,0.4,11.7,9.1,0.013,-0.1,0.231,0.5,4,0.25,9,6,1,5,1461,0,1,0
2153,23,41,0,384,0.272,0.148,26.9,1.9,0,15.5,24.4,-0.009,-0.3,0.217,0.423,25,0.8,65,15,0,33,464,0,3.76,0
2154,30,54,2,1033,0.637,0.204,5.4,1.1,0.5,6.9,18.5,0.003,-0.7,0.325,0.363,76,0.829,34,23,7,30,354,0,7.26,0
2155,27,73,73,2407,0.031,0.169,9.5,2.3,1.2,11.6,21.6,0.081,1.3,0.233,0.523,163,0.644,135,112,37,136,330,0,15.1,0
2156,23,73,60,1774,0.023,0.531,6.3,1.6,2.9,11.2,15.4,0.169,1.3,0.1,0.539,232,0.754,71,57,63,68,181,1,8.74,0
2158,23,68,6,1055,0.724,0.144,5.5,1.7,0.6,8.3,15.9,0.095,-0.1,0.381,0.426,49,0.898,40,37,8,33,75,0,5.97,0
2162,23,80,80,2389,0.002,0.392,5.4,1.8,2.6,16,16.2,0.13,1.5,0,0.572,257,0.611,86,88,78,146,26,1,11.31,0
2163,31,61,45,1580,0.36,0.221,7.4,0.7,0.4,8.4,14.4,0.043,-0.6,0.411,0.457,93,0.892,78,21,7,42,14,0,8.44,0
2164,28,39,15,584,0.022,0.225,3.1,1.7,3.1,13.7,17.2,0.08,-0.3,0,0.511,40,0.725,12,20,22,31,40,1,5.31,0
2165,31,72,72,2335,0.053,0.258,9.9,1,3.1,7.7,24.5,0.149,1.8,0.411,0.48,271,0.812,139,46,89,98,5,0,17.26,0
2166,27,61,5,871,0.006,0.196,9.1,1,2.4,13.7,10.9,0.093,0.4,0,0.461,33,0.697,57,18,24,29,10,0,2.9,0
2167,35,71,66,1914,0.091,0.218,8.4,3.1,1.4,13.3,17.9,0.077,1.3,0.278,0.479,130,0.615,98,115,29,100,48,0,9.06,0
2168,26,61,25,1773,0.455,0.292,7.9,1.7,2,15.2,15.4,0.051,0.4,0.33,0.445,136,0.706,99,60,44,94,19,0,8.72,0
2169,38,12,0,114,0.136,0.636,5.9,2.2,5,15.1,13,0.102,0,0,0.474,14,0.714,5,5,7,5,10,1,2.33,0
2170,34,30,0,308,0.55,0.2,4.9,0.5,0,7.4,13.7,0.02,-0.2,0.318,0.444,16,0.75,11,3,0,7,75,0,2.87,0
2174,23,72,14,1020,0.191,0.273,12.4,2.5,2.1,14.3,12.1,0.127,0.9,0.375,0.462,57,0.789,91,51,26,39,29,0,3.42,0
2175,28,72,72,2116,0.655,0.194,4.7,0.7,0.5,6.2,17.9,0.118,0.6,0.403,0.446,150,0.86,68,32,14,55,12,0,13.6,0
2176,22,80,80,2845,0.143,0.486,26.6,2.3,4.7,13.3,28.3,0.21,6.9,0.272,0.563,612,0.77,434,131,151,234,236,0,22.9,0
2177,32,74,74,2538,0.303,0.263,14.5,1.2,1.1,9,29.1,0.089,0.8,0.359,0.466,365,0.833,213,60,34,153,44,0,22.42,0
2178,31,80,80,2773,0.695,0.158,8.8,2.5,0.6,8,14.1,0.104,2.6,0.344,0.556,126,0.738,175,147,20,74,28,0,11.7,0
2179,28,41,7,639,0.544,0.102,9.3,1.5,2.5,13.8,17.3,0.081,0.3,0.453,0.429,22,0.864,42,19,21,36,46,0,6.39,0
2181,29,78,20,1538,0.53,0.311,20.4,1,0.1,13.3,19.4,0.038,-0.9,0.347,0.412,161,0.814,209,31,1,90,15,0,7.9,0
2182,27,68,55,1065,0.747,0.053,4.8,1,0.8,8,13,0.082,0.1,0.414,0.366,15,0.733,36,21,11,25,82,0,4.76,0
2183,23,52,13,857,0.396,0.198,17.3,2,0.8,19.2,14.8,-0.008,-0.5,0.267,0.45,43,0.651,107,34,8,56,218,0,4.13,0
2184,20,33,1,405,0.191,0.322,22.8,2.3,1.7,23.4,19.2,-0.045,-0.4,0.136,0.355,37,0.838,61,18,7,40,13,0,3.21,0
2185,34,67,0,963,0.25,0.115,13,1.5,0.7,10.4,20,0.031,-0.5,0.357,0.466,45,0.889,81,31,8,48,17,0,6.25,0
2186,32,35,6,771,0.431,0.149,44.2,0.9,0.1,14.7,26.2,0.08,0.3,0.358,0.456,51,0.863,193,14,1,63,24,0,10.89,0
2187,24,79,79,2803,0.173,0.22,7.8,1.2,0.5,6.8,25.3,0.079,0.1,0.351,0.492,281,0.861,117,66,15,102,19,0,19.22,0
2191,26,60,19,1705,0.353,0.285,17.7,1.4,1.3,11.5,21.1,0.093,1,0.37,0.483,190,0.753,206,48,28,97,42,0,13.67,0
2192,31,52,0,577,0.016,0.473,5.7,1.2,1.6,11.4,19.7,0.186,0.2,0.333,0.579,88,0.875,21,14,11,29,18,0,5.62,0
2193,28,77,77,2617,0.415,0.291,27.6,1.6,1,15,22.3,0.083,2.1,0.333,0.453,284,0.856,455,86,29,194,33,0,15.12,0
2194,28,3,1,71,0.156,0.313,29.4,0,0,19.8,27.7,-0.067,-0.1,0.4,0.333,10,0.9,13,0,0,9,16,0,11,0
2196,27,73,64,1963,0.369,0.233,14.2,2.3,2.3,13.6,20.5,0.053,0.6,0.346,0.446,168,0.708,177,91,52,125,20,0,10.97,0
2197,23,77,77,2684,0.418,0.259,16.2,1.5,0.7,9.6,26.5,0.151,2.8,0.404,0.538,342,0.825,267,83,21,157,53,0,23.1,0
2198,20,22,1,165,0.384,0.137,10.2,2.1,0,9.4,22,0.057,-0.1,0.321,0.533,10,0.8,11,7,0,8,20,0,3.77,0
2199,28,56,6,935,0.106,0.259,9.9,1.5,2.5,12.7,25.3,0.093,-0.2,0.419,0.545,105,0.743,53,28,27,66,37,0,9.43,0
2200,30,74,0,1778,0.46,0.273,13.1,1.2,0.4,9.2,19.2,0.088,0.1,0.36,0.488,168,0.893,147,44,9,70,25,0,10.54,0
2201,22,38,1,371,0.184,0.163,11.5,1.1,1.2,13.2,14.2,0.038,-0.2,0.056,0.575,16,0.375,28,8,5,16,23,0,2.66,0
2202,19,43,0,574,0.627,0.068,5.5,0.8,3.1,16.2,14.4,-0.029,-0.3,0.277,0.483,11,0.364,23,10,22,32,19,0,3.4,0
2203,23,23,1,264,0.522,0.391,7.1,0.9,0.9,10,19.4,0.09,-0.1,0.271,0.568,36,0.722,12,5,3,12,28,0,5,0
2204,24,67,6,808,0.739,0.145,8.3,1.3,2.8,11.4,15.7,0.135,0.8,0.399,0.557,34,0.824,46,20,28,32,163,0,4.52,0
2205,28,67,67,2058,0.53,0.175,18.8,2.3,1,14.6,14.1,0.124,2.2,0.382,0.463,95,0.768,281,99,25,100,56,0,9.54,0
2207,28,65,1,1190,0.497,0.171,9.6,1.7,1.4,13.4,16.4,0.059,0.3,0.316,0.531,61,0.738,79,40,20,59,16,0,6.2,0
2208,25,67,16,1091,0.007,0.371,5.3,1.3,3.3,14.5,15.7,0.105,0.1,0.5,0.51,109,0.752,39,30,44,58,30,1,5.72,0
2209,27,66,66,2176,0.3,0.443,31.1,2,1.2,15.3,28.1,0.119,2.9,0.335,0.477,458,0.847,418,92,31,223,34,0,21.06,0
2216,23,12,0,53,0.25,0.375,6.3,1,3.1,9.7,18.2,0.171,0,0.25,0.667,6,0.5,2,1,2,2,24,0,1.83,0
2217,20,78,78,2730,0.283,0.308,16.3,1.3,0.6,12.9,28.6,0.035,-0.2,0.363,0.447,441,0.832,268,72,21,241,148,0,22.13,0
2218,29,71,43,1754,0.132,0.186,12.9,2.1,1.2,16.6,18.7,0.086,1,0.321,0.546,110,0.673,138,76,28,127,62,0,9.99,0
2219,26,55,55,1835,0.357,0.12,10.9,1.8,0.5,9.7,21.9,0.08,0.7,0.39,0.504,93,0.731,121,68,11,88,116,0,16.25,0
2223,24,75,28,1982,0.304,0.198,24.3,2.2,0.5,14.1,18.5,0.1,0.8,0.404,0.48,126,0.865,317,84,12,113,188,0,10.23,0
2224,32,65,0,894,0.427,0.133,20.7,1.4,0.9,17.2,19.2,0.016,-0.6,0.375,0.424,40,0.8,125,25,9,66,61,0,4.95,0
2228,32,25,0,123,0.583,0.033,17.6,0.4,0,7.6,22.7,0.04,-0.2,0.4,0.36,2,1,14,1,0,5,183,0,2.48,0
2229,20,78,20,1341,0.319,0.293,7.2,1.3,1.1,12.5,18.1,0.053,-0.7,0.341,0.507,124,0.685,64,35,18,68,30,0,6.6,0
2230,23,54,2,521,0.674,0.156,13.9,1.7,1.4,14.7,16,0.055,0.1,0.305,0.5,22,0.773,47,17,8,26,40,0,2.78,0
2231,25,31,5,467,0.57,0.055,8.8,1.9,0.5,7.1,13.4,0.101,0.2,0.384,0.473,7,0.714,29,18,3,10,28,0,4.55,0
2232,24,57,0,703,0.275,0.114,20.7,0.8,0.6,15.2,19.6,0.036,-0.7,0.443,0.459,29,0.759,100,11,5,48,10,0,5,0
2233,25,42,0,653,0.306,0.315,7.5,1.4,0.6,11,22.7,0.056,-0.4,0.329,0.43,78,0.769,30,18,5,35,79,0,6.74,0
2234,27,76,75,2809,0.198,0.54,24.8,2.6,0.9,9.3,26.5,0.236,6.3,0.367,0.477,676,0.865,417,143,32,159,173,0,23.89,0
2238,23,76,75,2529,0.471,0.199,11.2,1.8,0.4,7.9,19.2,0.086,1.9,0.35,0.442,185,0.832,193,89,12,86,12,0,13.78,0
2239,25,39,0,592,0.543,0.191,9,1.9,0.1,9.6,15.3,0.044,-0.2,0.266,0.481,33,0.909,37,22,1,20,16,0,4.64,0
2241,30,72,72,1882,0.583,0.213,5.7,2.2,1.2,8.3,15.5,0.097,1.4,0.341,0.485,117,0.761,74,81,27,54,8,0,8.86,0
2242,40,73,15,1799,0.604,0.235,11.5,1.7,1.9,8.5,14.9,0.106,1.4,0.378,0.418,115,0.765,133,60,36,50,98,0,8.03,0
2243,25,45,19,846,0.209,0.252,20,2.3,2.2,16.3,20.9,0.013,-0.1,0.234,0.401,77,0.753,113,38,23,66,167,0,6.6,0
2248,23,75,21,1421,0.004,0.314,9.4,1.9,2.9,11.2,19.6,0.1,0.3,0,0.532,151,0.669,80,53,45,69,7,1,8.15,0
2250,29,71,33,2197,0.347,0.207,9.8,1.2,1.1,10,22,0.078,0.7,0.337,0.527,194,0.727,141,52,30,114,191,0,15.73,0
2251,19,82,75,1743,0.354,0.286,5.2,1.8,3.2,13.2,19.7,0.05,0.2,0.321,0.52,181,0.624,60,67,70,108,37,0,9.18,0
2252,24,64,1,973,0.283,0.139,18.1,1.4,0.5,15.4,12.2,0.006,-1.1,0.19,0.406,31,0.548,130,28,6,43,22,0,2.86,0
2253,25,77,0,1137,0.376,0.134,11.2,1.7,0.6,10.7,19.5,0.099,0,0.374,0.556,58,0.759,90,39,8,55,58,0,6.84,0
2254,24,82,19,2397,0.332,0.157,14.4,1.8,0.3,12.5,23.3,0.024,-0.4,0.329,0.503,168,0.798,213,88,8,164,71,0,14.7,0
2255,28,13,0,125,0.25,0.192,16.3,3.1,0,11,21.5,-0.033,-0.2,0.231,0.333,10,0.8,14,8,0,7,38,0,3.31,0
2256,29,68,64,2063,0.245,0.239,24.5,1.6,0.4,12.6,19.8,0.091,0.3,0.417,0.495,171,0.86,312,67,9,114,29,0,13.24,0
2257,36,20,0,128,0.043,0.348,13.2,0.8,1.2,13.1,10.1,0.144,0,0,0.636,8,0.625,12,2,2,4,66,0,1.65,0
2258,29,69,68,2292,0.415,0.365,34.5,2.1,0.8,11.8,26.3,0.209,4.5,0.408,0.497,368,0.859,433,92,19,156,42,0,20.51,0
2259,24,39,1,316,0.458,0.125,12.7,0.9,0.5,18.3,13,0.09,0,0.515,0.513,9,0.778,28,6,2,17,14,0,2.51,0
2263,26,67,67,2119,0.563,0.238,7.5,2.9,2.6,13.9,19.2,0.071,1.8,0.333,0.484,174,0.822,102,127,69,131,270,0,12.9,0
2264,24,79,7,2254,0.467,0.192,6.1,1.2,0.7,8.1,14.9,0.088,0.5,0.444,0.49,124,0.847,93,54,20,62,25,0,10.7,0
2265,36,82,1,2157,0.371,0.234,15.1,1.4,0.5,12.3,22.7,0.042,-0.6,0.36,0.444,203,0.857,213,59,14,134,54,0,12.29,0
2266,28,19,0,442,0.436,0.119,22.7,1.2,0.4,9.8,25.5,0.102,0.2,0.389,0.553,26,0.769,57,11,2,25,18,0,14.05,0
2267,26,72,72,2335,0.547,0.301,10.1,1.5,0.8,8.8,17,0.137,2.1,0.398,0.54,217,0.811,155,72,23,79,120,0,13.88,0
2268,29,66,35,1649,0.504,0.075,3.1,1.2,1.4,7,10.7,0.088,0.6,0.392,0.579,27,0.593,36,39,28,28,50,0,6.59,0
2269,26,70,42,2029,0.458,0.142,15.9,2,0.3,11,19.5,0.109,1.7,0.425,0.528,100,0.85,188,79,7,92,125,0,12.83,0
2270,28,79,79,2638,0.547,0.251,31.1,2.6,0.5,13,30.1,0.229,6.2,0.411,0.537,362,0.898,523,143,17,239,55,0,25.3,0
2271,25,67,3,1183,0.717,0.109,6.6,0.9,0.3,8,21.7,0.051,-0.3,0.389,0.336,54,0.796,46,21,4,45,33,0,8.22,0
2272,23,75,75,2708,0.088,0.424,11.1,1.7,5.1,9.1,32.6,0.196,3.9,0.299,0.524,647,0.802,157,94,167,181,154,1,27.99,0
2274,22,77,2,1419,0.436,0.159,7.7,1.3,1.2,8.2,14.9,0.105,0.3,0.321,0.591,68,0.559,76,38,21,41,27,0,6.55,0
2275,27,73,2,1248,0.284,0.24,23.1,1.5,0.1,18.1,18.3,0.005,-1.2,0.236,0.428,93,0.806,193,39,1,95,54,0,5.36,0
2276,26,76,54,1986,0.403,0.18,25.7,1.4,0,18.8,16.3,0.029,-1.4,0.367,0.404,96,0.854,357,53,0,133,7,0,7.59,0
2277,31,56,49,1486,0.389,0.149,7,1.6,1.1,8.7,14.2,0.029,-0.2,0.309,0.436,63,0.73,74,48,20,43,15,0,7.59,0
2278,27,74,74,2620,0.08,0.419,20.6,1.5,0.4,9,34.3,0.166,1.9,0.266,0.484,647,0.842,290,78,13,180,80,0,27.3,0
2279,34,73,33,1283,0.248,0.107,20.3,0.7,0.6,20.3,15.6,0.041,-0.3,0.247,0.512,35,0.743,170,18,9,87,8,0,4.63,0
2280,27,82,82,2653,0.065,0.253,8.6,1.7,3.1,12.7,14,0.103,2.5,0.372,0.511,167,0.814,158,88,95,107,34,0,9.95,0
2281,23,59,18,1334,0.334,0.526,20.3,1.6,1.3,15.1,14.1,0.101,0.4,0.376,0.478,159,0.792,185,44,23,66,24,0,7.32,0
2282,30,24,0,394,0.359,0.248,22.2,2.4,1.2,13.9,17.4,0.06,0.1,0.167,0.48,29,0.828,56,18,5,21,7,0,4.88,0
2283,30,73,73,2459,0.257,0.335,29,1.8,0.4,14.1,27.1,0.147,2.9,0.405,0.499,377,0.79,423,89,13,212,14,0,20.32,0
2284,23,81,81,2409,0.008,0.39,5.9,2.6,3.1,12.5,22.4,0.133,1.7,0.286,0.532,355,0.386,89,124,89,152,23,1,13.64,0
2285,31,64,7,1362,0.587,0.188,12.5,1.5,0.9,16.1,13.7,0.065,0.6,0.379,0.559,65,0.662,121,42,16,72,15,0,6.78,0
2289,22,78,7,1333,0.233,0.188,19.4,3,2.3,20.8,14.2,0.004,-0.1,0.288,0.404,59,0.61,188,78,36,89,16,0,3.76,0
2290,28,62,62,2070,0.304,0.374,23.1,1.5,3.8,10.4,27.8,0.277,5.2,0.375,0.608,384,0.875,300,66,99,138,12,0,25.08,0
2291,25,5,0,62,0.842,0.474,0,0.8,0,4.2,16.2,0.054,-0.1,0.25,0.667,9,0.889,0,1,0,1,20,0,4.8,0
2292,20,19,2,146,0.547,0.125,7.2,0.3,0.6,17.2,24.7,-0.071,-0.2,0.286,0.448,8,0.5,7,1,1,14,19,0,3.16,0
2293,29,62,13,1500,0.71,0.077,7.1,1.2,0.2,5,17.9,0.105,0.7,0.378,0.509,43,0.86,70,35,4,30,17,0,10.45,0
2294,31,74,33,1998,0.242,0.23,17.2,2,1.2,18,16.8,0.026,-0.2,0.319,0.483,128,0.727,236,79,27,135,16,0,8.51,0
2295,22,31,31,786,0.228,0.569,16,1.7,7.7,17.9,36,0.117,1,0.367,0.495,244,0.783,66,27,76,117,358,1,20.23,0
2296,26,64,28,1501,0.427,0.343,6.5,1.6,1.2,13.8,13,0.101,0.8,0.372,0.516,110,0.782,64,46,19,59,14,0,6.7,0
2303,21,66,26,1228,0.41,0.201,14.2,0.9,0.8,16.8,18.1,0.047,-0.1,0.295,0.519,73,0.795,112,21,12,80,10,0,6.24,0
2304,27,61,34,1296,0.014,0.454,6.3,1.6,2.4,10.4,18.3,0.169,0.9,0,0.556,189,0.693,55,43,40,58,40,0,9.62,0
2306,25,50,39,1186,0.024,0.261,7.9,2,2.7,11.4,20.7,0.109,0.6,0.3,0.491,109,0.615,56,45,40,60,136,0,9.52,0
2307,21,42,0,386,0.139,0.31,22.7,2.3,1.5,14.7,24.3,0.004,-0.4,0.318,0.404,49,0.714,58,18,7,31,31,0,3.95,0
